Team,Upset Win Count,Underdog Match Count,Underdog Match Win Rate (%),Bayesian Weighted Rate (%),Upset Frequency (%),Total Match Count
4415,9,13,69.23,56.06,11.84,76
3966,11,17,64.71,54.95,35.48,31
4632,7,10,70.0,53.93,58.33,12
180,9,14,64.29,53.11,14.29,63
11223,4,5,80.0,50.9,66.67,6
5823,5,7,71.43,50.75,45.45,11
6995,13,23,56.52,50.32,15.29,85
2059,14,26,53.85,48.68,18.92,74
604,11,20,55.0,48.36,17.19,64
9214,10,18,55.56,48.22,38.46,26
10479,9,16,56.25,48.05,26.47,34
4611,8,14,57.14,47.84,14.29,56
3339,15,29,51.72,47.32,22.06,68
599,15,29,51.72,47.32,25.42,59
1787,6,10,60.0,47.27,15.38,39
9432,6,10,60.0,47.27,12.24,49
4068,6,10,60.0,47.27,14.29,42
2472,13,25,52.0,46.97,30.95,42
2607,11,21,52.38,46.5,16.42,67
1731,10,19,52.63,46.21,13.89,72
3843,9,17,52.94,45.86,32.14,28
2227,9,17,52.94,45.86,34.62,26
9134,8,15,53.33,45.45,19.51,41
9149,3,4,75.0,45.45,33.33,9
5526,8,15,53.33,45.45,20.0,40
9998,3,4,75.0,45.45,60.0,5
456,7,13,53.85,44.94,17.95,39
6940,7,13,53.85,44.94,31.82,22
9029,7,13,53.85,44.94,25.0,28
7632,11,22,50.0,44.78,20.0,55
6324,17,36,47.22,44.12,19.32,88
8352,13,27,48.15,44.03,30.23,43
3006,9,18,50.0,43.87,21.95,41
5550,9,18,50.0,43.87,30.0,30
2910,5,9,55.56,43.5,4.76,105
7457,8,16,50.0,43.29,8.79,91
5026,8,16,50.0,43.29,15.38,52
4028,8,16,50.0,43.29,12.12,66
3314,14,30,46.67,43.11,16.87,83
33,14,30,46.67,43.11,10.22,137
4738,13,28,46.43,42.7,18.31,71
3276,10,21,47.62,42.65,11.76,85
8159,7,14,50.0,42.58,16.28,43
3636,7,14,50.0,42.58,15.91,44
1596,7,14,50.0,42.58,23.33,30
10465,4,7,57.14,42.42,36.36,11
2481,4,7,57.14,42.42,6.45,62
9312,18,40,45.0,42.42,24.0,75
9415,4,7,57.14,42.42,44.44,9
3676,4,7,57.14,42.42,23.53,17
7421,9,19,47.37,42.04,21.43,42
5577,9,19,47.37,42.04,18.37,49
7782,9,19,47.37,42.04,29.03,31
9408,11,24,45.83,41.69,11.96,92
9470,13,29,44.83,41.44,22.03,59
7546,8,17,47.06,41.32,29.63,27
3863,8,17,47.06,41.32,21.62,37
6901,8,17,47.06,41.32,30.77,26
7497,8,17,47.06,41.32,30.77,26
11,8,17,47.06,41.32,12.5,64
7472,8,17,47.06,41.32,32.0,25
8738,8,17,47.06,41.32,10.96,73
7103,10,22,45.45,41.07,32.26,31
9245,19,44,43.18,41.0,18.81,101
2996,3,5,60.0,40.9,10.71,28
10502,3,5,60.0,40.9,30.0,10
6415,3,5,60.0,40.9,37.5,8
9487,3,5,60.0,40.9,27.27,11
9604,3,5,60.0,40.9,37.5,8
9178,3,5,60.0,40.9,37.5,8
6868,3,5,60.0,40.9,27.27,11
9993,3,5,60.0,40.9,42.86,7
4635,5,10,50.0,40.6,7.94,63
2443,5,10,50.0,40.6,17.86,28
6025,5,10,50.0,40.6,20.83,24
5449,5,10,50.0,40.6,21.74,23
3468,7,15,46.67,40.45,25.0,28
386,7,15,46.67,40.45,18.92,37
8895,9,20,45.0,40.36,33.33,27
7589,9,20,45.0,40.36,28.12,32
7174,9,20,45.0,40.36,19.57,46
9297,9,20,45.0,40.36,19.57,46
4467,11,25,44.0,40.3,22.0,50
4123,11,25,44.0,40.3,25.58,43
9140,13,30,43.33,40.26,20.0,65
1100,10,23,43.48,39.61,15.38,65
1986,10,23,43.48,39.61,16.39,61
3674,8,18,44.44,39.52,13.33,60
4513,8,18,44.44,39.52,17.02,47
9672,8,18,44.44,39.52,30.77,26
449,8,18,44.44,39.52,10.53,76
10202,6,13,46.15,39.39,25.0,24
4786,6,13,46.15,39.39,12.0,50
5500,4,8,50.0,39.15,36.36,11
8056,4,8,50.0,39.15,30.77,13
1771,4,8,50.0,39.15,4.71,85
4809,4,8,50.0,39.15,33.33,12
4505,11,26,42.31,39.0,24.44,45
4590,9,21,42.86,38.81,17.31,52
7028,9,21,42.86,38.81,16.67,54
3361,9,21,42.86,38.81,36.0,25
8044,9,21,42.86,38.81,11.11,81
3882,9,21,42.86,38.81,21.95,41
4655,9,21,42.86,38.81,17.31,52
2491,14,34,41.18,38.69,17.72,79
7797,2,3,66.67,38.63,22.22,9
9603,2,3,66.67,38.63,25.0,8
9997,2,3,66.67,38.63,40.0,5
5990,7,16,43.75,38.52,11.48,61
2926,7,16,43.75,38.52,22.58,31
9025,7,16,43.75,38.52,29.17,24
2963,7,16,43.75,38.52,29.17,24
3770,7,16,43.75,38.52,15.91,44
6894,7,16,43.75,38.52,14.29,49
9450,12,29,41.38,38.5,14.63,82
2883,12,29,41.38,38.5,19.05,63
45,17,42,40.48,38.49,20.24,84
6574,10,24,41.67,38.24,15.87,63
1188,10,24,41.67,38.24,22.73,44
2767,10,24,41.67,38.24,9.09,110
9576,10,24,41.67,38.24,22.73,44
3297,10,24,41.67,38.24,15.15,66
2450,5,11,45.45,38.06,23.81,21
7226,5,11,45.45,38.06,16.13,31
10541,5,11,45.45,38.06,12.5,40
6941,5,11,45.45,38.06,21.74,23
2538,5,11,45.45,38.06,26.32,19
2230,8,19,42.11,37.88,13.11,61
7056,8,19,42.11,37.88,14.55,55
3950,8,19,42.11,37.88,22.22,36
2815,8,19,42.11,37.88,16.0,50
6004,8,19,42.11,37.88,22.86,35
3205,8,19,42.11,37.88,30.77,26
492,8,19,42.11,37.88,18.6,43
1918,8,19,42.11,37.88,12.7,63
10666,11,27,40.74,37.78,23.4,47
1758,11,27,40.74,37.78,24.44,45
3883,14,35,40.0,37.73,21.54,65
4680,14,35,40.0,37.73,24.56,57
9650,12,30,40.0,37.4,29.27,41
1481,12,30,40.0,37.4,15.38,78
6829,12,30,40.0,37.4,19.35,62
6570,9,22,40.91,37.37,19.57,46
2619,9,22,40.91,37.37,19.57,46
2199,9,22,40.91,37.37,15.79,57
6217,6,14,42.86,37.32,21.43,28
190,6,14,42.86,37.32,5.41,111
6087,6,14,42.86,37.32,20.0,30
9541,6,14,42.86,37.32,25.0,24
5809,6,14,42.86,37.32,21.43,28
7138,6,14,42.86,37.32,25.0,24
176,6,14,42.86,37.32,8.0,75
1209,6,14,42.86,37.32,27.27,22
9483,3,6,50.0,37.18,6.98,43
10604,3,6,50.0,37.18,25.0,12
9519,3,6,50.0,37.18,27.27,11
9047,3,6,50.0,37.18,30.0,10
9657,3,6,50.0,37.18,37.5,8
9166,3,6,50.0,37.18,37.5,8
1585,3,6,50.0,37.18,33.33,9
3502,3,6,50.0,37.18,30.0,10
900,3,6,50.0,37.18,4.76,63
9022,3,6,50.0,37.18,33.33,9
1546,3,6,50.0,37.18,30.0,10
8705,3,6,50.0,37.18,33.33,9
6483,3,6,50.0,37.18,20.0,15
7516,3,6,50.0,37.18,30.0,10
6743,3,6,50.0,37.18,25.0,12
3734,3,6,50.0,37.18,30.0,10
1768,13,33,39.39,37.08,9.7,134
6619,13,33,39.39,37.08,22.41,58
910,10,25,40.0,36.97,12.82,78
6343,10,25,40.0,36.97,17.54,57
1718,10,25,40.0,36.97,16.95,59
5801,10,25,40.0,36.97,15.87,63
2826,10,25,40.0,36.97,20.0,50
1987,7,17,41.18,36.77,10.29,68
2228,7,17,41.18,36.77,18.92,37
6147,8,20,40.0,36.36,15.09,53
3859,8,20,40.0,36.36,21.62,37
7504,4,9,44.44,36.36,22.22,18
620,8,20,40.0,36.36,11.11,72
20,4,9,44.44,36.36,16.0,25
6817,4,9,44.44,36.36,28.57,14
10142,4,9,44.44,36.36,25.0,16
6032,4,9,44.44,36.36,30.77,13
10476,4,9,44.44,36.36,40.0,10
3082,8,20,40.0,36.36,18.18,44
9776,9,23,39.13,36.04,20.45,44
1257,9,23,39.13,36.04,20.93,43
8393,9,23,39.13,36.04,29.03,31
868,9,23,39.13,36.04,9.38,96
9032,14,37,37.84,35.93,20.59,68
6420,5,12,41.67,35.82,21.74,23
2718,5,12,41.67,35.82,19.23,26
6996,5,12,41.67,35.82,17.86,28
2508,5,12,41.67,35.82,22.73,22
5934,5,12,41.67,35.82,16.13,31
27,10,26,38.46,35.77,9.01,111
226,10,26,38.46,35.77,11.76,85
1701,10,26,38.46,35.77,10.99,91
6548,10,26,38.46,35.77,14.71,68
4237,10,26,38.46,35.77,15.62,64
9418,10,26,38.46,35.77,20.83,48
116,10,26,38.46,35.77,21.28,47
8746,10,26,38.46,35.77,21.28,47
1073,15,40,37.5,35.76,19.48,77
6081,11,29,37.93,35.56,19.3,57
7530,11,29,37.93,35.56,24.44,45
1792,11,29,37.93,35.56,20.75,53
2290,6,15,40.0,35.45,22.22,27
6170,6,15,40.0,35.45,27.27,22
7102,6,15,40.0,35.45,22.22,27
6431,6,15,40.0,35.45,16.67,36
5675,6,15,40.0,35.45,12.0,50
457,6,15,40.0,35.45,12.77,47
5560,6,15,40.0,35.45,23.08,26
9249,6,15,40.0,35.45,21.43,28
3602,6,15,40.0,35.45,20.69,29
6346,6,15,40.0,35.45,23.08,26
1860,6,15,40.0,35.45,16.22,37
6907,6,15,40.0,35.45,28.57,21
302,18,49,36.73,35.35,17.82,101
2342,13,35,37.14,35.23,16.67,78
342,13,35,37.14,35.23,20.0,65
1296,7,18,38.89,35.17,12.73,55
2106,7,18,38.89,35.17,9.59,73
3937,7,18,38.89,35.17,10.94,64
8005,7,18,38.89,35.17,24.14,29
3197,8,21,38.1,34.96,11.59,69
494,8,21,38.1,34.96,12.31,65
7525,8,21,38.1,34.96,22.22,36
484,8,21,38.1,34.96,17.78,45
10063,8,21,38.1,34.96,22.86,35
571,8,21,38.1,34.96,13.79,58
706,8,21,38.1,34.96,25.81,31
5913,9,24,37.5,34.79,13.43,67
1599,9,24,37.5,34.79,23.08,39
3767,17,47,36.17,34.79,13.39,127
3373,9,24,37.5,34.79,21.95,41
1279,9,24,37.5,34.79,21.43,42
7166,10,27,37.04,34.66,12.5,80
1089,10,27,37.04,34.66,21.74,46
7790,10,27,37.04,34.66,14.71,68
1277,10,27,37.04,34.66,21.28,47
10505,10,27,37.04,34.66,21.28,47
88,10,27,37.04,34.66,9.35,107
2137,11,30,36.67,34.54,10.38,106
5788,11,30,36.67,34.54,26.83,41
5907,12,33,36.36,34.45,17.65,68
4967,12,33,36.36,34.45,16.0,75
3267,2,4,50.0,34.33,22.22,9
10472,2,4,50.0,34.33,16.67,12
8862,2,4,50.0,34.33,16.67,12
10470,2,4,50.0,34.33,13.33,15
10686,2,4,50.0,34.33,22.22,9
5837,2,4,50.0,34.33,20.0,10
640,2,4,50.0,34.33,22.22,9
10246,2,4,50.0,34.33,22.22,9
10608,3,7,42.86,34.08,33.33,9
9497,3,7,42.86,34.08,33.33,9
8800,3,7,42.86,34.08,37.5,8
8182,3,7,42.86,34.08,30.0,10
9185,3,7,42.86,34.08,37.5,8
10356,3,7,42.86,34.08,37.5,8
378,3,7,42.86,34.08,33.33,9
10322,3,7,42.86,34.08,30.0,10
967,3,7,42.86,34.08,12.0,25
987,3,7,42.86,34.08,6.52,46
5133,3,7,42.86,34.08,21.43,14
6199,3,7,42.86,34.08,30.0,10
9120,3,7,42.86,34.08,30.0,10
9068,3,7,42.86,34.08,27.27,11
10506,3,7,42.86,34.08,27.27,11
1726,3,7,42.86,34.08,21.43,14
8234,3,7,42.86,34.08,33.33,9
341,4,10,40.0,33.93,5.19,77
8214,4,10,40.0,33.93,11.76,34
6985,4,10,40.0,33.93,20.0,20
4451,4,10,40.0,33.93,5.8,69
4488,4,10,40.0,33.93,14.29,28
4739,4,10,40.0,33.93,28.57,14
4087,4,10,40.0,33.93,15.38,26
8561,4,10,40.0,33.93,26.67,15
9168,4,10,40.0,33.93,23.53,17
10287,4,10,40.0,33.93,25.0,16
6709,5,13,38.46,33.83,20.83,24
5887,5,13,38.46,33.83,20.0,25
4181,5,13,38.46,33.83,20.0,25
7230,5,13,38.46,33.83,21.74,23
8054,5,13,38.46,33.83,19.23,26
287,5,13,38.46,33.83,19.23,26
6998,5,13,38.46,33.83,20.83,24
6302,5,13,38.46,33.83,23.81,21
3067,5,13,38.46,33.83,17.24,29
5901,5,13,38.46,33.83,16.67,30
8841,5,13,38.46,33.83,19.23,26
1714,6,16,37.5,33.76,16.67,36
8503,6,16,37.5,33.76,16.22,37
9743,6,16,37.5,33.76,22.22,27
7811,6,16,37.5,33.76,23.08,26
61,6,16,37.5,33.76,22.22,27
6696,6,16,37.5,33.76,13.64,44
9072,6,16,37.5,33.76,9.68,62
9651,6,16,37.5,33.76,19.35,31
79,6,16,37.5,33.76,24.0,25
1561,6,16,37.5,33.76,15.0,40
4005,6,16,37.5,33.76,16.22,37
2485,7,19,36.84,33.71,19.44,36
3393,7,19,36.84,33.71,29.17,24
7730,7,19,36.84,33.71,31.82,22
6500,7,19,36.84,33.71,14.0,50
9717,7,19,36.84,33.71,20.0,35
2783,7,19,36.84,33.71,16.67,42
7492,7,19,36.84,33.71,14.89,47
10438,7,19,36.84,33.71,28.0,25
272,7,19,36.84,33.71,16.28,43
3075,8,22,36.36,33.67,18.18,44
4744,8,22,36.36,33.67,16.67,48
4976,8,22,36.36,33.67,17.78,45
1102,8,22,36.36,33.67,16.67,48
3142,8,22,36.36,33.67,10.39,77
6413,8,22,36.36,33.67,20.51,39
4855,8,22,36.36,33.67,19.05,42
2830,8,22,36.36,33.67,20.0,40
3538,9,25,36.0,33.63,8.11,111
9062,9,25,36.0,33.63,21.43,42
10619,9,25,36.0,33.63,22.5,40
125,9,25,36.0,33.63,8.91,101
4776,9,25,36.0,33.63,14.75,61
686,10,28,35.71,33.61,17.24,58
2186,10,28,35.71,33.61,23.26,43
3539,10,28,35.71,33.61,9.9,101
138,11,31,35.48,33.58,18.64,59
9572,11,31,35.48,33.58,25.58,43
1908,11,31,35.48,33.58,22.45,49
3045,12,34,35.29,33.56,13.48,89
2135,12,34,35.29,33.56,21.82,55
2337,13,37,35.14,33.55,11.4,114
7211,12,35,34.29,32.73,13.79,87
1498,11,32,34.38,32.68,20.37,54
7034,11,32,34.38,32.68,18.03,61
3604,11,32,34.38,32.68,15.49,71
1325,11,32,34.38,32.68,17.46,63
4512,11,32,34.38,32.68,18.03,61
230,11,32,34.38,32.68,15.49,71
6642,11,32,34.38,32.68,21.57,51
4455,11,32,34.38,32.68,25.58,43
6201,10,29,34.48,32.62,17.86,56
5352,10,29,34.48,32.62,17.24,58
2502,10,29,34.48,32.62,18.87,53
2052,9,26,34.62,32.55,10.0,90
5110,9,26,34.62,32.55,20.0,45
9181,9,26,34.62,32.55,21.43,42
498,9,26,34.62,32.55,12.16,74
581,9,26,34.62,32.55,14.06,64
4003,9,26,34.62,32.55,20.0,45
7257,9,26,34.62,32.55,14.52,62
4587,8,23,34.78,32.46,25.0,32
8825,8,23,34.78,32.46,17.39,46
5046,8,23,34.78,32.46,25.0,32
6861,8,23,34.78,32.46,15.09,53
7414,8,23,34.78,32.46,19.51,41
2554,8,23,34.78,32.46,18.18,44
6639,8,23,34.78,32.46,18.6,43
5712,8,23,34.78,32.46,12.31,65
9042,8,23,34.78,32.46,23.53,34
2679,7,20,35.0,32.36,23.33,30
4531,7,20,35.0,32.36,22.58,31
4911,7,20,35.0,32.36,20.59,34
10229,7,20,35.0,32.36,22.58,31
6831,7,20,35.0,32.36,18.42,38
56,7,20,35.0,32.36,16.67,42
8873,7,20,35.0,32.36,15.56,45
1629,7,20,35.0,32.36,9.21,76
8878,7,20,35.0,32.36,21.88,32
9401,7,20,35.0,32.36,17.07,41
6706,7,20,35.0,32.36,19.44,36
133,7,20,35.0,32.36,13.73,51
8744,7,20,35.0,32.36,18.92,37
4624,7,20,35.0,32.36,18.42,38
2530,7,20,35.0,32.36,9.09,77
6132,6,17,35.29,32.23,18.75,32
67,6,17,35.29,32.23,6.12,98
3534,6,17,35.29,32.23,19.35,31
2374,6,17,35.29,32.23,20.69,29
6691,6,17,35.29,32.23,22.22,27
8392,6,17,35.29,32.23,22.22,27
4469,6,17,35.29,32.23,9.52,63
7605,6,17,35.29,32.23,21.43,28
179,6,17,35.29,32.23,9.68,62
7814,6,17,35.29,32.23,25.0,24
6091,6,17,35.29,32.23,25.0,24
6588,6,17,35.29,32.23,20.0,30
8569,6,17,35.29,32.23,30.0,20
6989,6,17,35.29,32.23,15.79,38
41,6,17,35.29,32.23,22.22,27
4761,6,17,35.29,32.23,24.0,25
9722,6,17,35.29,32.23,20.69,29
3138,6,17,35.29,32.23,27.27,22
6333,6,17,35.29,32.23,23.08,26
5532,6,17,35.29,32.23,20.0,30
5160,6,17,35.29,32.23,20.0,30
757,6,17,35.29,32.23,20.69,29
6223,6,17,35.29,32.23,16.67,36
1923,5,14,35.71,32.05,8.33,60
10642,5,14,35.71,32.05,20.83,24
5505,5,14,35.71,32.05,9.09,55
10257,5,14,35.71,32.05,18.52,27
1678,5,14,35.71,32.05,5.38,93
988,5,14,35.71,32.05,25.0,20
263,5,14,35.71,32.05,20.0,25
694,5,14,35.71,32.05,5.43,92
1493,5,14,35.71,32.05,17.86,28
6245,5,14,35.71,32.05,25.0,20
7444,5,14,35.71,32.05,20.83,24
8173,5,14,35.71,32.05,20.0,25
8513,5,14,35.71,32.05,8.06,62
422,5,14,35.71,32.05,5.15,97
4456,5,14,35.71,32.05,19.23,26
4405,5,14,35.71,32.05,10.64,47
558,5,14,35.71,32.05,19.23,26
4907,5,14,35.71,32.05,7.94,63
7840,5,14,35.71,32.05,19.23,26
6731,11,33,33.33,31.82,20.37,54
9036,11,33,33.33,31.82,18.33,60
3294,4,11,36.36,31.81,23.53,17
3020,4,11,36.36,31.81,26.67,15
9234,4,11,36.36,31.81,15.38,26
1785,4,11,36.36,31.81,15.38,26
7526,4,11,36.36,31.81,20.0,20
5486,4,11,36.36,31.81,15.38,26
2405,4,11,36.36,31.81,13.33,30
9460,4,11,36.36,31.81,17.39,23
1156,4,11,36.36,31.81,9.09,44
340,4,11,36.36,31.81,9.3,43
8882,4,11,36.36,31.81,16.0,25
3245,4,11,36.36,31.81,12.9,31
8728,4,11,36.36,31.81,13.79,29
4050,4,11,36.36,31.81,21.05,19
59,4,11,36.36,31.81,10.26,39
1317,4,11,36.36,31.81,20.0,20
5162,10,30,33.33,31.69,21.74,46
9015,10,30,33.33,31.69,15.15,66
7220,10,30,33.33,31.69,18.52,54
7045,10,30,33.33,31.69,18.52,54
614,9,27,33.33,31.53,20.45,44
148,3,8,37.5,31.46,4.55,66
7135,3,8,37.5,31.46,30.0,10
2357,3,8,37.5,31.46,10.0,30
8798,3,8,37.5,31.46,33.33,9
10609,3,8,37.5,31.46,25.0,12
8255,3,8,37.5,31.46,13.64,22
7474,3,8,37.5,31.46,30.0,10
1559,3,8,37.5,31.46,11.54,26
7452,3,8,37.5,31.46,30.0,10
1339,3,8,37.5,31.46,20.0,15
5728,3,8,37.5,31.46,25.0,12
7019,3,8,37.5,31.46,25.0,12
1684,14,43,32.56,31.44,18.67,75
5137,8,24,33.33,31.35,20.0,40
9442,8,24,33.33,31.35,11.27,71
6419,8,24,33.33,31.35,29.63,27
6085,8,24,33.33,31.35,23.53,34
9428,8,24,33.33,31.35,19.51,41
3822,8,24,33.33,31.35,18.6,43
3310,13,40,32.5,31.31,14.94,87
3322,12,37,32.43,31.17,14.46,83
5951,7,21,33.33,31.12,11.11,63
4775,7,21,33.33,31.12,17.95,39
3735,7,21,33.33,31.12,16.28,43
135,7,21,33.33,31.12,14.89,47
5724,7,21,33.33,31.12,20.0,35
3189,7,21,33.33,31.12,17.95,39
6658,7,21,33.33,31.12,20.59,34
8011,7,21,33.33,31.12,18.92,37
5103,7,21,33.33,31.12,15.91,44
5114,7,21,33.33,31.12,14.89,47
3490,7,21,33.33,31.12,13.73,51
9430,7,21,33.33,31.12,23.33,30
8188,7,21,33.33,31.12,16.67,42
815,7,21,33.33,31.12,12.5,56
2503,7,21,33.33,31.12,22.58,31
3786,11,34,32.35,31.0,25.0,44
2851,11,34,32.35,31.0,18.64,59
5190,11,34,32.35,31.0,25.58,43
2501,2,5,40.0,30.9,16.67,12
7864,2,5,40.0,30.9,22.22,9
8747,2,5,40.0,30.9,22.22,9
9020,2,5,40.0,30.9,20.0,10
6988,2,5,40.0,30.9,22.22,9
8209,2,5,40.0,30.9,22.22,9
10000,2,5,40.0,30.9,25.0,8
10558,2,5,40.0,30.9,25.0,8
10016,2,5,40.0,30.9,25.0,8
10424,2,5,40.0,30.9,20.0,10
7833,2,5,40.0,30.9,20.0,10
6809,2,5,40.0,30.9,18.18,11
7858,2,5,40.0,30.9,16.67,12
8372,2,5,40.0,30.9,20.0,10
4182,2,5,40.0,30.9,20.0,10
6590,2,5,40.0,30.9,18.18,11
2847,6,18,33.33,30.83,10.71,56
5561,6,18,33.33,30.83,20.0,30
2714,6,18,33.33,30.83,10.0,60
1761,6,18,33.33,30.83,25.0,24
5902,6,18,33.33,30.83,20.0,30
10120,6,18,33.33,30.83,16.67,36
1806,6,18,33.33,30.83,24.0,25
3667,6,18,33.33,30.83,16.67,36
4956,6,18,33.33,30.83,20.69,29
75,6,18,33.33,30.83,10.71,56
7407,6,18,33.33,30.83,6.32,95
5563,6,18,33.33,30.83,20.69,29
2200,6,18,33.33,30.83,9.23,65
4265,6,18,33.33,30.83,21.43,28
3641,6,18,33.33,30.83,16.22,37
7762,6,18,33.33,30.83,17.65,34
6643,6,18,33.33,30.83,27.27,22
3407,6,18,33.33,30.83,23.08,26
2531,10,31,32.26,30.81,21.28,47
3501,10,31,32.26,30.81,19.61,51
3008,10,31,32.26,30.81,23.81,42
1712,10,31,32.26,30.81,21.74,46
7865,10,31,32.26,30.81,22.73,44
8075,14,44,31.82,30.8,23.73,59
9644,9,28,32.14,30.58,16.36,55
1153,9,28,32.14,30.58,9.57,94
9137,9,28,32.14,30.58,18.75,48
834,9,28,32.14,30.58,15.0,60
6904,5,15,33.33,30.45,25.0,20
6005,5,15,33.33,30.45,19.23,26
1388,5,15,33.33,30.45,12.2,41
8308,5,15,33.33,30.45,25.0,20
4522,5,15,33.33,30.45,7.58,66
9682,5,15,33.33,30.45,20.83,24
2577,5,15,33.33,30.45,18.52,27
8727,5,15,33.33,30.45,10.87,46
7886,5,15,33.33,30.45,19.23,26
3044,5,15,33.33,30.45,14.29,35
7183,5,15,33.33,30.45,20.0,25
4470,5,15,33.33,30.45,20.83,24
9082,5,15,33.33,30.45,20.0,25
7598,12,38,31.58,30.44,22.64,53
5669,8,25,32.0,30.3,25.81,31
5422,8,25,32.0,30.3,19.51,41
7250,8,25,32.0,30.3,20.51,39
9583,8,25,32.0,30.3,17.78,45
4828,8,25,32.0,30.3,16.0,50
977,8,25,32.0,30.3,14.04,57
2637,8,25,32.0,30.3,15.38,52
3219,8,25,32.0,30.3,19.05,42
4915,8,25,32.0,30.3,12.9,62
3737,8,25,32.0,30.3,18.18,44
217,8,25,32.0,30.3,13.56,59
846,11,35,31.43,30.23,11.96,92
5074,11,35,31.43,30.23,20.0,55
6618,10,32,31.25,29.97,15.87,63
1502,10,32,31.25,29.97,15.87,63
2689,7,22,31.82,29.96,15.22,46
2867,7,22,31.82,29.96,14.89,47
4189,7,22,31.82,29.96,16.67,42
3546,7,22,31.82,29.96,13.21,53
5407,7,22,31.82,29.96,24.14,29
3658,7,22,31.82,29.96,15.91,44
5892,7,22,31.82,29.96,14.29,49
8726,7,22,31.82,29.96,16.28,43
2791,7,22,31.82,29.96,21.88,32
9704,7,22,31.82,29.96,21.21,33
10633,7,22,31.82,29.96,16.28,43
3793,7,22,31.82,29.96,17.07,41
4485,7,22,31.82,29.96,14.58,48
8116,7,22,31.82,29.96,25.0,28
3206,4,12,33.33,29.94,16.0,25
3293,4,12,33.33,29.94,16.67,24
5516,4,12,33.33,29.94,11.76,34
359,4,12,33.33,29.94,3.51,114
3688,4,12,33.33,29.94,13.79,29
6329,4,12,33.33,29.94,6.06,66
10147,4,12,33.33,29.94,21.05,19
6459,4,12,33.33,29.94,9.76,41
9523,4,12,33.33,29.94,13.79,29
6423,4,12,33.33,29.94,16.0,25
6593,4,12,33.33,29.94,16.0,25
8884,4,12,33.33,29.94,6.67,60
533,4,12,33.33,29.94,21.05,19
695,4,12,33.33,29.94,10.0,40
6532,4,12,33.33,29.94,14.29,28
8229,4,12,33.33,29.94,13.33,30
6487,4,12,33.33,29.94,17.39,23
5518,4,12,33.33,29.94,13.79,29
1764,4,12,33.33,29.94,13.33,30
2509,4,12,33.33,29.94,16.0,25
11274,4,12,33.33,29.94,30.77,13
10141,1,2,50.0,29.86,11.11,9
7536,1,2,50.0,29.86,8.33,12
9233,1,2,50.0,29.86,6.67,15
7288,1,2,50.0,29.86,11.11,9
9995,1,2,50.0,29.86,20.0,5
2832,12,39,30.77,29.75,10.43,115
2881,9,29,31.03,29.68,13.64,66
6340,9,29,31.03,29.68,12.33,73
9785,9,29,31.03,29.68,14.06,64
2987,9,29,31.03,29.68,14.52,62
9558,9,29,31.03,29.68,18.75,48
9304,6,19,31.58,29.54,21.43,28
2473,6,19,31.58,29.54,18.75,32
3928,6,19,31.58,29.54,14.29,42
8598,6,19,31.58,29.54,21.43,28
7558,6,19,31.58,29.54,8.57,70
7709,6,19,31.58,29.54,11.76,51
401,6,19,31.58,29.54,11.76,51
3275,6,19,31.58,29.54,20.0,30
51,6,19,31.58,29.54,10.34,58
4272,6,19,31.58,29.54,7.23,83
663,8,26,30.77,29.32,15.38,52
4152,8,26,30.77,29.32,12.12,66
1250,8,26,30.77,29.32,17.78,45
1506,8,26,30.77,29.32,9.88,81
9571,8,26,30.77,29.32,18.6,43
4864,8,26,30.77,29.32,17.39,46
5314,8,26,30.77,29.32,18.18,44
8590,8,26,30.77,29.32,13.11,61
1197,8,26,30.77,29.32,9.64,83
7551,3,9,33.33,29.21,14.29,21
8119,3,9,33.33,29.21,12.0,25
9601,3,9,33.33,29.21,18.75,16
1710,3,9,33.33,29.21,7.89,38
9126,3,9,33.33,29.21,9.38,32
5895,3,9,33.33,29.21,4.17,72
2056,3,9,33.33,29.21,3.33,90
2945,3,9,33.33,29.21,14.29,21
10090,3,9,33.33,29.21,25.0,12
3090,3,9,33.33,29.21,33.33,9
93,3,9,33.33,29.21,13.04,23
5189,3,9,33.33,29.21,25.0,12
10296,3,9,33.33,29.21,25.0,12
4320,10,33,30.3,29.18,20.41,49
509,10,33,30.3,29.18,17.54,57
1757,10,33,30.3,29.18,15.62,64
2370,10,33,30.3,29.18,10.87,92
2877,12,40,30.0,29.09,12.37,97
238,12,40,30.0,29.09,19.35,62
841,12,40,30.0,29.09,14.12,85
308,5,16,31.25,29.0,18.52,27
6106,5,16,31.25,29.0,19.23,26
3656,5,16,31.25,29.0,7.14,70
9444,5,16,31.25,29.0,20.83,24
6526,5,16,31.25,29.0,20.0,25
8300,5,16,31.25,29.0,19.23,26
9568,5,16,31.25,29.0,20.83,24
8608,5,16,31.25,29.0,8.62,58
2882,5,16,31.25,29.0,17.86,28
6566,5,16,31.25,29.0,16.67,30
4414,5,16,31.25,29.0,6.25,80
957,5,16,31.25,29.0,8.2,61
4628,5,16,31.25,29.0,20.83,24
5856,5,16,31.25,29.0,20.83,24
6239,5,16,31.25,29.0,19.23,26
5813,5,16,31.25,29.0,6.49,77
6621,5,16,31.25,29.0,12.5,40
2614,5,16,31.25,29.0,13.16,38
2594,5,16,31.25,29.0,21.74,23
1212,5,16,31.25,29.0,17.86,28
5454,5,16,31.25,29.0,13.89,36
2225,5,16,31.25,29.0,21.74,23
8821,5,16,31.25,29.0,17.86,28
