Team,Upset Win Count,Underdog Match Count,Underdog Match Win Rate (%),Bayesian Weighted Rate (%),Upset Frequency (%),Total Match Count
4674,3,20,15.0,16.36,7.89,38
7660,3,20,15.0,16.36,9.09,33
840,3,20,15.0,16.36,5.36,56
8879,3,20,15.0,16.36,11.54,26
1108,3,20,15.0,16.36,5.26,57
2611,3,20,15.0,16.36,6.52,46
6443,3,20,15.0,16.36,6.98,43
2068,3,20,15.0,16.36,10.0,30
5926,3,20,15.0,16.36,8.11,37
7869,3,20,15.0,16.36,7.14,42
4816,3,20,15.0,16.36,9.38,32
6240,3,20,15.0,16.36,12.5,24
6220,3,20,15.0,16.36,9.68,31
4135,3,20,15.0,16.36,8.82,34
5912,3,20,15.0,16.36,6.98,43
9739,2,14,14.29,16.26,8.33,24
1657,2,14,14.29,16.26,7.69,26
10612,2,14,14.29,16.26,8.33,24
1,2,14,14.29,16.26,7.14,28
894,2,14,14.29,16.26,6.9,29
5285,2,14,14.29,16.26,8.7,23
5866,2,14,14.29,16.26,8.33,24
3952,2,14,14.29,16.26,8.7,23
10411,2,14,14.29,16.26,8.33,24
10653,2,14,14.29,16.26,7.69,26
9732,2,14,14.29,16.26,7.41,27
862,2,14,14.29,16.26,2.08,96
6561,2,14,14.29,16.26,8.33,24
2872,2,14,14.29,16.26,5.0,40
4646,2,14,14.29,16.26,4.0,50
5227,2,14,14.29,16.26,8.0,25
8761,2,14,14.29,16.26,8.33,24
6083,2,14,14.29,16.26,5.41,37
8805,2,14,14.29,16.26,8.33,24
9501,2,14,14.29,16.26,5.0,40
8326,2,14,14.29,16.26,6.06,33
6016,2,14,14.29,16.26,8.33,24
5689,2,14,14.29,16.26,6.67,30
8006,2,14,14.29,16.26,9.52,21
10455,2,14,14.29,16.26,7.69,26
2927,2,14,14.29,16.26,8.33,24
2906,2,14,14.29,16.26,7.14,28
3039,2,14,14.29,16.26,8.7,23
7565,2,14,14.29,16.26,5.56,36
1288,2,14,14.29,16.26,9.52,21
5822,2,14,14.29,16.26,8.7,23
2067,2,14,14.29,16.26,6.9,29
5555,2,14,14.29,16.26,6.9,29
8827,2,14,14.29,16.26,7.69,26
2662,2,14,14.29,16.26,8.7,23
5438,2,14,14.29,16.26,7.69,26
9106,2,14,14.29,16.26,8.33,24
10629,2,14,14.29,16.26,8.33,24
2789,2,14,14.29,16.26,7.41,27
5225,2,14,14.29,16.26,8.33,24
1468,2,14,14.29,16.26,5.13,39
4121,2,14,14.29,16.26,6.06,33
9194,2,14,14.29,16.26,10.53,19
2359,2,14,14.29,16.26,10.0,20
7515,2,14,14.29,16.26,8.7,23
6832,2,14,14.29,16.26,10.0,20
5541,2,14,14.29,16.26,8.7,23
5271,2,14,14.29,16.26,10.53,19
3182,7,45,15.56,16.18,8.86,79
5614,1,8,12.5,16.08,1.67,60
10529,1,8,12.5,16.08,10.0,10
4362,1,8,12.5,16.08,3.45,29
3295,1,8,12.5,16.08,10.0,10
10427,1,8,12.5,16.08,10.0,10
3728,1,8,12.5,16.08,8.33,12
4400,1,8,12.5,16.08,1.64,61
7700,1,8,12.5,16.08,8.33,12
10043,1,8,12.5,16.08,6.67,15
3536,1,8,12.5,16.08,1.72,58
6479,1,8,12.5,16.08,4.35,23
10446,1,8,12.5,16.08,9.09,11
2183,1,8,12.5,16.08,4.76,21
5005,1,8,12.5,16.08,9.09,11
6411,1,8,12.5,16.08,9.09,11
6922,1,8,12.5,16.08,8.33,12
8795,1,8,12.5,16.08,8.33,12
8828,1,8,12.5,16.08,7.14,14
1759,1,8,12.5,16.08,10.0,10
10372,1,8,12.5,16.08,8.33,12
2869,1,8,12.5,16.08,4.17,24
1803,1,8,12.5,16.08,10.0,10
3137,1,8,12.5,16.08,7.69,13
3507,1,8,12.5,16.08,9.09,11
9136,1,8,12.5,16.08,3.45,29
4401,1,8,12.5,16.08,6.25,16
7703,1,8,12.5,16.08,9.09,11
10256,1,8,12.5,16.08,6.25,16
10263,1,8,12.5,16.08,7.14,14
8615,1,8,12.5,16.08,8.33,12
2445,1,8,12.5,16.08,7.14,14
2348,1,8,12.5,16.08,8.33,12
4863,1,8,12.5,16.08,8.33,12
8863,1,8,12.5,16.08,9.09,11
5871,1,8,12.5,16.08,11.11,9
2264,1,8,12.5,16.08,9.09,11
8756,1,8,12.5,16.08,11.11,9
1940,1,8,12.5,16.08,8.33,12
9498,1,8,12.5,16.08,10.0,10
10138,1,8,12.5,16.08,8.33,12
4630,1,8,12.5,16.08,10.0,10
4306,1,8,12.5,16.08,10.0,10
8581,1,8,12.5,16.08,7.69,13
7717,1,8,12.5,16.08,10.0,10
3777,1,8,12.5,16.08,10.0,10
10228,1,8,12.5,16.08,10.0,10
10377,1,8,12.5,16.08,10.0,10
2606,1,8,12.5,16.08,10.0,10
9760,1,8,12.5,16.08,9.09,11
3390,1,8,12.5,16.08,11.11,9
11024,1,8,12.5,16.08,9.09,11
2171,4,27,14.81,15.91,9.52,42
991,4,27,14.81,15.91,10.53,38
9315,4,27,14.81,15.91,11.11,36
8588,4,27,14.81,15.91,6.9,58
8248,4,27,14.81,15.91,9.76,41
744,4,27,14.81,15.91,9.76,41
10607,4,27,14.81,15.91,11.11,36
3464,4,27,14.81,15.91,7.55,53
2079,4,27,14.81,15.91,10.0,40
3506,4,27,14.81,15.91,7.55,53
1747,4,27,14.81,15.91,7.84,51
2470,4,27,14.81,15.91,8.16,49
5282,3,21,14.29,15.73,11.54,26
10172,3,21,14.29,15.73,9.68,31
1285,3,21,14.29,15.73,5.77,52
2839,3,21,14.29,15.73,9.38,32
253,3,21,14.29,15.73,8.33,36
1051,3,21,14.29,15.73,6.52,46
8517,3,21,14.29,15.73,6.52,46
1114,3,21,14.29,15.73,4.62,65
4980,3,21,14.29,15.73,10.71,28
2129,3,21,14.29,15.73,4.29,70
9085,3,21,14.29,15.73,7.89,38
2458,3,21,14.29,15.73,6.98,43
71,3,21,14.29,15.73,10.0,30
2935,3,21,14.29,15.73,5.0,60
5148,3,21,14.29,15.73,9.68,31
10532,0,2,0.0,15.57,0.0,9
10521,0,2,0.0,15.57,0.0,8
9162,0,2,0.0,15.57,0.0,8
9992,0,2,0.0,15.57,0.0,2
9991,0,2,0.0,15.57,0.0,2
2027,0,2,0.0,15.57,0.0,10
4678,0,2,0.0,15.57,0.0,53
9971,0,2,0.0,15.57,0.0,2
9970,0,2,0.0,15.57,0.0,2
9972,0,2,0.0,15.57,0.0,2
9994,0,2,0.0,15.57,0.0,6
2240,2,15,13.33,15.45,5.56,36
3472,2,15,13.33,15.45,7.41,27
10384,2,15,13.33,15.45,7.41,27
5613,2,15,13.33,15.45,8.33,24
5212,2,15,13.33,15.45,7.41,27
1477,2,15,13.33,15.45,3.03,66
852,2,15,13.33,15.45,7.69,26
323,2,15,13.33,15.45,7.14,28
9638,2,15,13.33,15.45,8.33,24
7520,2,15,13.33,15.45,3.51,57
10361,2,15,13.33,15.45,8.33,24
6882,2,15,13.33,15.45,8.0,25
9175,2,15,13.33,15.45,8.0,25
8719,2,15,13.33,15.45,9.09,22
1208,2,15,13.33,15.45,6.9,29
5263,2,15,13.33,15.45,8.33,24
3773,2,15,13.33,15.45,8.33,24
4737,2,15,13.33,15.45,7.69,26
8179,2,15,13.33,15.45,6.25,32
698,2,15,13.33,15.45,8.0,25
9404,2,15,13.33,15.45,8.7,23
1389,2,15,13.33,15.45,6.67,30
4464,2,15,13.33,15.45,8.33,24
6498,2,15,13.33,15.45,7.69,26
100,2,15,13.33,15.45,7.41,27
4645,2,15,13.33,15.45,7.14,28
5070,2,15,13.33,15.45,7.41,27
159,2,15,13.33,15.45,9.52,21
6352,2,15,13.33,15.45,8.0,25
5065,2,15,13.33,15.45,8.33,24
6358,2,15,13.33,15.45,8.7,23
8521,4,28,14.29,15.42,8.89,45
9114,4,28,14.29,15.42,8.51,47
5219,4,28,14.29,15.42,9.52,42
8849,4,28,14.29,15.42,9.09,44
9416,4,28,14.29,15.42,8.7,46
8089,4,28,14.29,15.42,9.52,42
8544,4,28,14.29,15.42,8.0,50
3175,3,22,13.64,15.15,4.35,69
131,3,22,13.64,15.15,4.69,64
1555,3,22,13.64,15.15,8.33,36
244,3,22,13.64,15.15,5.26,57
6167,3,22,13.64,15.15,6.52,46
6079,3,22,13.64,15.15,10.71,28
5213,3,22,13.64,15.15,10.71,28
5531,3,22,13.64,15.15,9.68,31
2495,3,22,13.64,15.15,7.32,41
7454,3,22,13.64,15.15,6.98,43
8096,3,22,13.64,15.15,10.71,28
3655,4,29,13.79,14.97,5.56,72
8736,4,29,13.79,14.97,7.14,56
9522,4,29,13.79,14.97,8.0,50
201,4,29,13.79,14.97,6.06,66
9298,4,29,13.79,14.97,8.51,47
9599,1,9,11.11,14.93,3.7,27
7742,1,9,11.11,14.93,6.25,16
9591,1,9,11.11,14.93,6.67,15
6929,1,9,11.11,14.93,7.14,14
3201,1,9,11.11,14.93,2.86,35
9429,1,9,11.11,14.93,8.33,12
9608,1,9,11.11,14.93,8.33,12
6510,1,9,11.11,14.93,2.7,37
9590,1,9,11.11,14.93,9.09,11
6127,1,9,11.11,14.93,8.33,12
4565,1,9,11.11,14.93,8.33,12
60,1,9,11.11,14.93,3.7,27
1828,1,9,11.11,14.93,8.33,12
6430,1,9,11.11,14.93,7.14,14
4065,1,9,11.11,14.93,3.7,27
10515,1,9,11.11,14.93,6.67,15
2487,1,9,11.11,14.93,10.0,10
2347,1,9,11.11,14.93,10.0,10
4027,1,9,11.11,14.93,3.7,27
3692,1,9,11.11,14.93,4.76,21
4156,1,9,11.11,14.93,8.33,12
937,1,9,11.11,14.93,8.33,12
9499,1,9,11.11,14.93,10.0,10
7018,1,9,11.11,14.93,10.0,10
8852,1,9,11.11,14.93,4.0,25
4787,1,9,11.11,14.93,4.35,23
5049,1,9,11.11,14.93,10.0,10
3848,1,9,11.11,14.93,10.0,10
1622,5,36,13.89,14.85,8.33,60
8769,2,16,12.5,14.71,6.45,31
9613,2,16,12.5,14.71,8.33,24
2180,2,16,12.5,14.71,6.9,29
10285,2,16,12.5,14.71,8.33,24
6620,2,16,12.5,14.71,8.33,24
4472,2,16,12.5,14.71,7.14,28
4730,2,16,12.5,14.71,6.9,29
4285,2,16,12.5,14.71,6.9,29
3147,2,16,12.5,14.71,7.41,27
10029,2,16,12.5,14.71,8.33,24
1501,2,16,12.5,14.71,2.2,91
8013,2,16,12.5,14.71,3.57,56
4173,2,16,12.5,14.71,8.33,24
6463,2,16,12.5,14.71,11.11,18
9067,2,16,12.5,14.71,7.41,27
3568,2,16,12.5,14.71,8.33,24
10444,2,16,12.5,14.71,8.33,24
7645,2,16,12.5,14.71,5.13,39
8130,2,16,12.5,14.71,7.41,27
219,2,16,12.5,14.71,7.14,28
7890,2,16,12.5,14.71,6.9,29
10547,2,16,12.5,14.71,8.33,24
5830,2,16,12.5,14.71,6.9,29
9169,2,16,12.5,14.71,7.41,27
9643,2,16,12.5,14.71,8.0,25
7088,2,16,12.5,14.71,8.33,24
1119,2,16,12.5,14.71,7.14,28
3200,2,16,12.5,14.71,8.7,23
9205,2,16,12.5,14.71,8.33,24
5472,2,16,12.5,14.71,4.0,50
9100,2,16,12.5,14.71,6.9,29
486,2,16,12.5,14.71,7.41,27
10679,2,16,12.5,14.71,7.69,26
1307,2,16,12.5,14.71,6.67,30
178,2,16,12.5,14.71,7.14,28
10252,2,16,12.5,14.71,8.7,23
5919,2,16,12.5,14.71,6.06,33
3560,2,16,12.5,14.71,8.33,24
4269,2,16,12.5,14.71,6.25,32
2169,2,16,12.5,14.71,5.88,34
5470,2,16,12.5,14.71,8.33,24
8832,2,16,12.5,14.71,8.33,24
5704,2,16,12.5,14.71,8.0,25
6749,2,16,12.5,14.71,6.25,32
22,2,16,12.5,14.71,9.09,22
7195,3,23,13.04,14.61,6.98,43
8732,3,23,13.04,14.61,6.98,43
247,3,23,13.04,14.61,5.88,51
3603,3,23,13.04,14.61,5.88,51
9512,3,23,13.04,14.61,6.98,43
4,3,23,13.04,14.61,6.82,44
4717,3,23,13.04,14.61,6.52,46
2198,3,23,13.04,14.61,6.98,43
1418,3,23,13.04,14.61,5.88,51
6029,3,23,13.04,14.61,6.82,44
1391,3,23,13.04,14.61,4.92,61
10066,3,23,13.04,14.61,7.89,38
6238,3,23,13.04,14.61,6.0,50
2080,3,23,13.04,14.61,10.34,29
2855,3,23,13.04,14.61,7.5,40
9480,4,30,13.33,14.54,6.78,59
2341,4,30,13.33,14.54,7.14,56
8626,4,30,13.33,14.54,7.14,56
2852,4,30,13.33,14.54,8.16,49
4925,5,37,13.51,14.5,9.8,51
1721,4,31,12.9,14.14,7.55,53
7475,4,31,12.9,14.14,9.52,42
3473,3,24,12.5,14.1,6.82,44
333,3,24,12.5,14.1,10.0,30
10600,3,24,12.5,14.1,7.89,38
6974,3,24,12.5,14.1,6.38,47
3559,3,24,12.5,14.1,8.57,35
7617,3,24,12.5,14.1,4.84,62
4419,3,24,12.5,14.1,5.77,52
5715,2,17,11.76,14.05,5.26,38
7112,2,17,11.76,14.05,4.65,43
8385,2,17,11.76,14.05,8.33,24
9182,2,17,11.76,14.05,6.06,33
9054,2,17,11.76,14.05,7.69,26
10062,2,17,11.76,14.05,8.33,24
10181,2,17,11.76,14.05,7.14,28
7254,2,17,11.76,14.05,8.33,24
3623,2,17,11.76,14.05,7.41,27
9709,2,17,11.76,14.05,8.33,24
1939,2,17,11.76,14.05,7.41,27
8112,2,17,11.76,14.05,8.7,23
4325,2,17,11.76,14.05,7.69,26
9731,2,17,11.76,14.05,8.33,24
1539,2,17,11.76,14.05,8.33,24
203,2,17,11.76,14.05,7.41,27
10266,2,17,11.76,14.05,8.33,24
6112,2,17,11.76,14.05,6.9,29
1360,2,17,11.76,14.05,4.26,47
2928,2,17,11.76,14.05,7.69,26
8069,2,17,11.76,14.05,7.14,28
7810,2,17,11.76,14.05,6.06,33
7808,2,17,11.76,14.05,8.33,24
4390,2,17,11.76,14.05,8.33,24
10449,2,17,11.76,14.05,8.33,24
4580,2,17,11.76,14.05,8.33,24
8707,2,17,11.76,14.05,8.0,25
1027,2,17,11.76,14.05,8.33,24
5596,2,17,11.76,14.05,7.14,28
1351,2,17,11.76,14.05,4.76,42
3543,2,17,11.76,14.05,7.69,26
4091,2,17,11.76,14.05,10.0,20
6166,2,17,11.76,14.05,7.14,28
9472,2,17,11.76,14.05,7.69,26
5310,2,17,11.76,14.05,8.33,24
9424,2,17,11.76,14.05,6.45,31
1410,1,10,10.0,13.93,4.55,22
7021,1,10,10.0,13.93,2.78,36
6353,1,10,10.0,13.93,5.56,18
7576,1,10,10.0,13.93,4.17,24
6622,1,10,10.0,13.93,7.14,14
7718,1,10,10.0,13.93,5.56,18
3847,1,10,10.0,13.93,1.54,65
6432,1,10,10.0,13.93,7.14,14
7094,1,10,10.0,13.93,4.0,25
7459,1,10,10.0,13.93,5.0,20
3171,1,10,10.0,13.93,5.56,18
4130,1,10,10.0,13.93,3.85,26
5587,1,10,10.0,13.93,3.45,29
451,1,10,10.0,13.93,5.26,19
3260,1,10,10.0,13.93,5.26,19
4991,1,10,10.0,13.93,4.17,24
1592,1,10,10.0,13.93,4.17,24
527,1,10,10.0,13.93,7.14,14
5119,1,10,10.0,13.93,6.67,15
5442,1,10,10.0,13.93,4.17,24
5914,1,10,10.0,13.93,4.35,23
10298,1,10,10.0,13.93,8.33,12
6344,3,25,12.0,13.63,6.67,45
9292,0,3,0.0,13.63,0.0,10
2559,3,25,12.0,13.63,7.14,42
811,3,25,12.0,13.63,6.98,43
4188,3,25,12.0,13.63,6.0,50
10334,0,3,0.0,13.63,0.0,8
10542,0,3,0.0,13.63,0.0,9
3683,0,3,0.0,13.63,0.0,55
5136,0,3,0.0,13.63,0.0,9
9486,0,3,0.0,13.63,0.0,8
4930,3,25,12.0,13.63,8.57,35
9485,0,3,0.0,13.63,0.0,12
8066,0,3,0.0,13.63,0.0,8
5590,0,3,0.0,13.63,0.0,9
6616,3,25,12.0,13.63,7.5,40
6494,0,3,0.0,13.63,0.0,8
25,3,25,12.0,13.63,6.82,44
8430,3,25,12.0,13.63,6.52,46
8731,3,25,12.0,13.63,6.52,46
10279,3,25,12.0,13.63,7.5,40
63,0,3,0.0,13.63,0.0,14
9030,0,3,0.0,13.63,0.0,10
569,0,3,0.0,13.63,0.0,10
4207,0,3,0.0,13.63,0.0,11
5672,3,25,12.0,13.63,7.32,41
10167,3,25,12.0,13.63,6.67,45
6200,0,3,0.0,13.63,0.0,10
9726,0,3,0.0,13.63,0.0,10
9737,0,3,0.0,13.63,0.0,9
7885,0,3,0.0,13.63,0.0,10
2373,0,3,0.0,13.63,0.0,12
5278,0,3,0.0,13.63,0.0,10
1576,2,18,11.11,13.44,4.76,42
9301,2,18,11.11,13.44,5.13,39
6631,2,18,11.11,13.44,8.33,24
4392,2,18,11.11,13.44,5.41,37
10434,2,18,11.11,13.44,8.33,24
7658,2,18,11.11,13.44,8.33,24
10338,2,18,11.11,13.44,8.33,24
9549,2,18,11.11,13.44,8.33,24
9664,2,18,11.11,13.44,8.33,24
1795,2,18,11.11,13.44,6.45,31
3958,2,18,11.11,13.44,8.33,24
9674,2,18,11.11,13.44,7.41,27
9193,2,18,11.11,13.44,8.33,24
7677,2,18,11.11,13.44,6.45,31
34,2,18,11.11,13.44,5.56,36
432,2,18,11.11,13.44,5.88,34
86,2,18,11.11,13.44,5.13,39
6910,2,18,11.11,13.44,7.14,28
4008,2,18,11.11,13.44,8.33,24
6908,2,18,11.11,13.44,7.14,28
8750,2,18,11.11,13.44,8.33,24
9125,2,18,11.11,13.44,6.06,33
1769,2,18,11.11,13.44,4.88,41
10435,2,18,11.11,13.44,6.9,29
9521,2,18,11.11,13.44,8.33,24
8706,2,18,11.11,13.44,6.67,30
8115,2,18,11.11,13.44,7.41,27
714,4,33,12.12,13.39,7.41,54
8724,4,33,12.12,13.39,6.78,59
9580,3,26,11.54,13.19,6.67,45
3826,3,26,11.54,13.19,6.52,46
10231,3,26,11.54,13.19,7.14,42
181,3,26,11.54,13.19,5.88,51
1160,3,26,11.54,13.19,6.52,46
2415,3,26,11.54,13.19,6.0,50
597,3,26,11.54,13.19,6.25,48
3291,1,11,9.09,13.06,5.26,19
9207,1,11,9.09,13.06,4.17,24
2811,1,11,9.09,13.06,2.04,49
10370,1,11,9.09,13.06,4.0,25
3218,1,11,9.09,13.06,2.38,42
9232,1,11,9.09,13.06,4.55,22
7748,1,11,9.09,13.06,4.76,21
6533,1,11,9.09,13.06,4.17,24
9548,1,11,9.09,13.06,3.57,28
4160,1,11,9.09,13.06,5.0,20
9405,1,11,9.09,13.06,5.26,19
7895,1,11,9.09,13.06,5.0,20
6073,1,11,9.09,13.06,4.0,25
7137,1,11,9.09,13.06,3.12,32
3484,1,11,9.09,13.06,5.0,20
10207,1,11,9.09,13.06,5.26,19
5413,1,11,9.09,13.06,5.26,19
3984,1,11,9.09,13.06,5.26,19
2333,1,11,9.09,13.06,5.0,20
2083,1,11,9.09,13.06,4.55,22
4768,1,11,9.09,13.06,4.17,24
771,4,34,11.76,13.05,8.89,45
177,4,34,11.76,13.05,6.15,65
1943,2,19,10.53,12.88,6.67,30
1580,2,19,10.53,12.88,8.33,24
9697,2,19,10.53,12.88,8.33,24
7415,2,19,10.53,12.88,6.9,29
3009,2,19,10.53,12.88,4.35,46
2898,2,19,10.53,12.88,6.45,31
2584,2,19,10.53,12.88,5.0,40
10598,2,19,10.53,12.88,5.71,35
5527,2,19,10.53,12.88,5.88,34
4395,2,19,10.53,12.88,7.69,26
8767,2,19,10.53,12.88,8.33,24
7772,2,19,10.53,12.88,7.41,27
8850,2,19,10.53,12.88,7.41,27
5036,2,19,10.53,12.88,4.44,45
4043,2,19,10.53,12.88,4.26,47
9559,2,19,10.53,12.88,8.33,24
7713,2,19,10.53,12.88,8.33,24
9150,2,19,10.53,12.88,6.67,30
6768,2,19,10.53,12.88,6.25,32
8586,2,19,10.53,12.88,6.25,32
9513,2,19,10.53,12.88,6.45,31
3481,2,19,10.53,12.88,5.13,39
3876,2,19,10.53,12.88,8.33,24
4576,2,19,10.53,12.88,8.7,23
4169,2,19,10.53,12.88,8.33,24
9753,2,19,10.53,12.88,8.33,24
7907,2,19,10.53,12.88,8.0,25
435,2,19,10.53,12.88,6.25,32
6725,2,19,10.53,12.88,4.88,41
6854,2,19,10.53,12.88,7.14,28
8397,2,19,10.53,12.88,4.55,44
10079,3,27,11.11,12.78,6.0,50
9121,3,27,11.11,12.78,6.82,44
10011,3,27,11.11,12.78,6.25,48
9710,3,27,11.11,12.78,7.14,42
8046,3,27,11.11,12.78,4.69,64
8573,4,35,11.43,12.73,8.33,48
6326,3,28,10.71,12.39,6.38,47
5104,3,28,10.71,12.39,5.26,57
3880,3,28,10.71,12.39,6.25,48
10482,3,28,10.71,12.39,5.66,53
1018,3,28,10.71,12.39,6.25,48
649,3,28,10.71,12.39,5.56,54
1967,3,28,10.71,12.39,4.92,61
1577,2,20,10.0,12.36,4.08,49
4295,2,20,10.0,12.36,8.0,25
3255,2,20,10.0,12.36,2.86,70
3970,2,20,10.0,12.36,3.33,60
8771,2,20,10.0,12.36,5.88,34
8704,2,20,10.0,12.36,8.33,24
8032,2,20,10.0,12.36,6.67,30
9059,2,20,10.0,12.36,6.06,33
288,2,20,10.0,12.36,4.17,48
2604,2,20,10.0,12.36,8.33,24
3691,1,12,8.33,12.29,5.26,19
9578,1,12,8.33,12.29,5.0,20
6067,1,12,8.33,12.29,4.17,24
2990,1,12,8.33,12.29,3.57,28
6884,1,12,8.33,12.29,4.35,23
2658,1,12,8.33,12.29,5.26,19
379,1,12,8.33,12.29,3.03,33
3017,1,12,8.33,12.29,5.56,18
3620,1,12,8.33,12.29,1.52,66
314,1,12,8.33,12.29,4.17,24
10587,1,12,8.33,12.29,4.17,24
8286,1,12,8.33,12.29,4.0,25
6569,1,12,8.33,12.29,3.7,27
8709,1,12,8.33,12.29,3.7,27
1099,1,12,8.33,12.29,4.17,24
8060,1,12,8.33,12.29,5.0,20
2221,1,12,8.33,12.29,4.76,21
10466,1,12,8.33,12.29,4.76,21
6107,1,12,8.33,12.29,4.76,21
578,1,12,8.33,12.29,5.56,18
10605,1,12,8.33,12.29,4.0,25
9024,1,12,8.33,12.29,3.7,27
830,1,12,8.33,12.29,3.12,32
751,1,12,8.33,12.29,4.35,23
21,1,12,8.33,12.29,3.85,26
1708,1,12,8.33,12.29,3.85,26
4150,1,12,8.33,12.29,5.26,19
7431,1,12,8.33,12.29,5.0,20
9551,1,12,8.33,12.29,3.85,26
2551,1,12,8.33,12.29,5.0,20
7667,1,12,8.33,12.29,4.17,24
2477,1,12,8.33,12.29,5.56,18
10474,0,4,0.0,12.11,0.0,9
10225,0,4,0.0,12.11,0.0,10
7688,0,4,0.0,12.11,0.0,12
10105,0,4,0.0,12.11,0.0,8
10262,0,4,0.0,12.11,0.0,9
3544,0,4,0.0,12.11,0.0,17
9587,0,4,0.0,12.11,0.0,12
9464,0,4,0.0,12.11,0.0,9
8500,0,4,0.0,12.11,0.0,8
10185,0,4,0.0,12.11,0.0,9
9440,0,4,0.0,12.11,0.0,8
10415,0,4,0.0,12.11,0.0,9
7465,0,4,0.0,12.11,0.0,8
9473,0,4,0.0,12.11,0.0,10
3512,0,4,0.0,12.11,0.0,25
4107,0,4,0.0,12.11,0.0,15
9712,0,4,0.0,12.11,0.0,10
9734,0,4,0.0,12.11,0.0,10
10190,0,4,0.0,12.11,0.0,8
10200,0,4,0.0,12.11,0.0,8
9218,0,4,0.0,12.11,0.0,8
7496,0,4,0.0,12.11,0.0,10
8772,0,4,0.0,12.11,0.0,11
2978,0,4,0.0,12.11,0.0,10
4723,0,4,0.0,12.11,0.0,12
9720,0,4,0.0,12.11,0.0,9
4964,0,4,0.0,12.11,0.0,10
4118,0,4,0.0,12.11,0.0,10
4567,0,4,0.0,12.11,0.0,10
5019,0,4,0.0,12.11,0.0,9
7037,0,4,0.0,12.11,0.0,10
9586,0,4,0.0,12.11,0.0,9
9552,0,4,0.0,12.11,0.0,9
8291,0,4,0.0,12.11,0.0,10
3187,0,4,0.0,12.11,0.0,11
3853,0,4,0.0,12.11,0.0,11
4919,0,4,0.0,12.11,0.0,9
2984,0,4,0.0,12.11,0.0,9
2827,0,4,0.0,12.11,0.0,9
7031,0,4,0.0,12.11,0.0,9
4225,0,4,0.0,12.11,0.0,9
8770,0,4,0.0,12.11,0.0,9
9061,0,4,0.0,12.11,0.0,9
9243,0,4,0.0,12.11,0.0,9
2130,0,4,0.0,12.11,0.0,10
9151,0,4,0.0,12.11,0.0,10
9287,0,4,0.0,12.11,0.0,10
4707,0,4,0.0,12.11,0.0,10
10217,0,4,0.0,12.11,0.0,9
10497,0,4,0.0,12.11,0.0,9
4299,0,4,0.0,12.11,0.0,9
10452,0,4,0.0,12.11,0.0,9
2344,0,4,0.0,12.11,0.0,12
8847,0,4,0.0,12.11,0.0,10
9111,0,4,0.0,12.11,0.0,9
2158,3,29,10.34,12.03,7.14,42
5112,3,29,10.34,12.03,5.77,52
766,3,29,10.34,12.03,4.69,64
399,2,21,9.52,11.88,3.92,51
6135,2,21,9.52,11.88,4.44,45
5216,2,21,9.52,11.88,3.12,64
1507,2,21,9.52,11.88,3.92,51
4004,2,21,9.52,11.88,5.0,40
7674,2,21,9.52,11.88,5.41,37
6925,2,21,9.52,11.88,4.76,42
166,4,38,10.53,11.84,4.17,96
5690,1,13,7.69,11.61,3.33,30
3381,1,13,7.69,11.61,5.56,18
2283,1,13,7.69,11.61,3.33,30
5586,1,13,7.69,11.61,5.56,18
1716,1,13,7.69,11.61,5.56,18
4619,1,13,7.69,11.61,5.0,20
5467,1,13,7.69,11.61,4.17,24
5525,1,13,7.69,11.61,3.57,28
2053,1,13,7.69,11.61,2.86,35
6424,1,13,7.69,11.61,1.72,58
7662,1,13,7.69,11.61,4.55,22
9077,1,13,7.69,11.61,3.33,30
6113,1,13,7.69,11.61,4.17,24
5706,1,13,7.69,11.61,4.17,24
3925,1,13,7.69,11.61,5.0,20
4238,1,13,7.69,11.61,5.26,19
5889,1,13,7.69,11.61,5.0,20
6090,1,13,7.69,11.61,3.57,28
7755,1,13,7.69,11.61,4.35,23
5666,1,13,7.69,11.61,3.85,26
8564,1,13,7.69,11.61,3.45,29
9210,1,13,7.69,11.61,3.7,27
6859,1,13,7.69,11.61,3.85,26
6305,1,13,7.69,11.61,4.55,22
2641,1,13,7.69,11.61,4.76,21
3596,1,13,7.69,11.61,4.55,22
7417,1,13,7.69,11.61,4.17,24
2165,1,13,7.69,11.61,4.0,25
6875,1,13,7.69,11.61,4.17,24
4085,1,13,7.69,11.61,5.0,20
9787,1,13,7.69,11.61,4.17,24
3835,2,22,9.09,11.44,6.9,29
9738,2,22,9.09,11.44,5.13,39
5135,2,22,9.09,11.44,5.13,39
4639,2,22,9.09,11.44,4.17,48
4688,2,22,9.09,11.44,5.26,38
2601,2,22,9.09,11.44,6.67,30
2609,2,22,9.09,11.44,4.76,42
5607,2,22,9.09,11.44,6.9,29
6932,2,22,9.09,11.44,6.9,29
5098,2,22,9.09,11.44,4.08,49
4255,2,22,9.09,11.44,5.56,36
4311,3,31,9.68,11.36,5.0,60
4327,4,40,10.0,11.31,6.25,64
772,3,32,9.38,11.05,6.52,46
8175,2,23,8.7,11.04,5.0,40
7725,1,14,7.14,11.0,4.76,21
7178,1,14,7.14,11.0,4.17,24
10668,1,14,7.14,11.0,4.0,25
8088,1,14,7.14,11.0,2.22,45
7668,1,14,7.14,11.0,5.56,18
1810,1,14,7.14,11.0,3.7,27
9031,1,14,7.14,11.0,4.76,21
919,1,14,7.14,11.0,3.23,31
9034,1,14,7.14,11.0,3.57,28
